,Area,Cost of Production,Crop,MSP,Mean,Min,Month,Year,Profit,Profit %,Loan wavier
627,Warangal,941,Maize,1325.0,1390,1360,March,2016,384.0,40.807651434643994,False
628,Siddipet,941,Maize,1325.0,1421,1384,March,2016,384.0,40.807651434643994,False
629,Warangal,941,Maize,1325.0,1395,1350,March,2016,384.0,40.807651434643994,False
630,Siddipet,941,Maize,1325.0,1441,1420,March,2016,384.0,40.807651434643994,False
631,Warangal,941,Maize,1325.0,1395,1350,March,2016,384.0,40.807651434643994,False
632,Siddipet,941,Maize,1325.0,1446,1437,March,2016,384.0,40.807651434643994,False
633,Siddipet,941,Maize,1325.0,1449,1435,March,2016,384.0,40.807651434643994,False
634,Gollapalli,941,Maize,1325.0,1400,1400,March,2016,384.0,40.807651434643994,False
635,W.P.Town,941,Maize,1325.0,1408,1408,March,2016,384.0,40.807651434643994,False
636,Warangal,941,Maize,1325.0,1400,1385,March,2016,384.0,40.807651434643994,False
637,Gollapalli,941,Maize,1325.0,1425,1425,March,2016,384.0,40.807651434643994,False
638,Siddipet,941,Maize,1325.0,1460,1446,March,2016,384.0,40.807651434643994,False
639,Warangal,941,Maize,1325.0,1400,1350,March,2016,384.0,40.807651434643994,False
640,Gollapalli,941,Maize,1325.0,1425,1425,March,2016,384.0,40.807651434643994,False
641,Siddipet,941,Maize,1325.0,1470,1430,March,2016,384.0,40.807651434643994,False
642,W.P.Town,941,Maize,1325.0,1431,1431,March,2016,384.0,40.807651434643994,False
643,Warangal,941,Maize,1325.0,1392,1325,March,2016,384.0,40.807651434643994,False
644,Gollapalli,941,Maize,1325.0,1425,1425,March,2016,384.0,40.807651434643994,False
645,Siddipet,941,Maize,1325.0,1445,1404,March,2016,384.0,40.807651434643994,False
646,Warangal,941,Maize,1325.0,1400,1380,March,2016,384.0,40.807651434643994,False
647,Jammikunta,941,Maize,1325.0,1420,1433,March,2016,384.0,40.807651434643994,False
648,Siddipet,941,Maize,1325.0,1454,1426,March,2016,384.0,40.807651434643994,False
649,Warangal,941,Maize,1325.0,1405,1380,March,2016,384.0,40.807651434643994,False
650,Jammikunta,941,Maize,1325.0,1434,1417,March,2016,384.0,40.807651434643994,False
651,Gollapalli,941,Maize,1325.0,1425,1425,March,2016,384.0,40.807651434643994,False
652,Siddipet,941,Maize,1325.0,1472,1463,March,2016,384.0,40.807651434643994,False
653,Warangal,941,Maize,1325.0,1410,1390,March,2016,384.0,40.807651434643994,False
654,Gollapalli,941,Maize,1325.0,1430,1430,March,2016,384.0,40.807651434643994,False
655,Siddipet,941,Maize,1325.0,1446,1413,March,2016,384.0,40.807651434643994,False
656,Warangal,941,Maize,1325.0,1410,1400,March,2016,384.0,40.807651434643994,False
657,Jammikunta,941,Maize,1325.0,1439,1426,March,2016,384.0,40.807651434643994,False
658,Gollapalli,941,Maize,1325.0,1410,1410,March,2016,384.0,40.807651434643994,False
659,Siddipet,941,Maize,1325.0,1463,1446,March,2016,384.0,40.807651434643994,False
660,Warangal,941,Maize,1325.0,1410,1380,March,2016,384.0,40.807651434643994,False
661,Jammikunta,941,Maize,1325.0,1429,1433,March,2016,384.0,40.807651434643994,False
662,Gollapalli,941,Maize,1325.0,1415,1400,March,2016,384.0,40.807651434643994,False
663,Siddipet,941,Maize,1325.0,1461,1442,March,2016,384.0,40.807651434643994,False
664,Warangal,941,Maize,1325.0,1410,1360,March,2016,384.0,40.807651434643994,False
665,Jammikunta,941,Maize,1325.0,1433,1420,March,2016,384.0,40.807651434643994,False
666,Siddipet,941,Maize,1325.0,1460,1445,March,2016,384.0,40.807651434643994,False
667,W.P.Town,941,Maize,1325.0,1106,1106,March,2016,384.0,40.807651434643994,False
668,Warangal,941,Maize,1325.0,1400,1340,March,2016,384.0,40.807651434643994,False
669,Jammikunta,941,Maize,1325.0,1414,1400,March,2016,384.0,40.807651434643994,False
670,Gollapalli,941,Maize,1325.0,1420,1420,March,2016,384.0,40.807651434643994,False
671,Siddipet,941,Maize,1325.0,1429,1391,March,2016,384.0,40.807651434643994,False
672,Warangal,941,Maize,1325.0,1400,1390,March,2016,384.0,40.807651434643994,False
673,Jammikunta,941,Maize,1325.0,1420,1415,March,2016,384.0,40.807651434643994,False
674,Gollapalli,941,Maize,1325.0,1415,1410,March,2016,384.0,40.807651434643994,False
675,Siddipet,941,Maize,1325.0,1427,1401,March,2016,384.0,40.807651434643994,False
676,Jammikunta,941,Maize,1325.0,1420,1412,March,2016,384.0,40.807651434643994,False
677,Gollapalli,941,Maize,1325.0,1430,1430,March,2016,384.0,40.807651434643994,False
678,W.P.Town,941,Maize,1325.0,1409,1409,March,2016,384.0,40.807651434643994,False
679,Warangal,941,Maize,1325.0,1405,1360,March,2016,384.0,40.807651434643994,False
680,Gollapalli,941,Maize,1325.0,1420,1420,March,2016,384.0,40.807651434643994,False
681,Siddipet,941,Maize,1325.0,1444,1417,March,2016,384.0,40.807651434643994,False
682,W.P.Town,941,Maize,1325.0,1410,1410,March,2016,384.0,40.807651434643994,False
683,Warangal,941,Maize,1325.0,1405,1385,March,2016,384.0,40.807651434643994,False
684,Gollapalli,941,Maize,1325.0,1400,1400,March,2016,384.0,40.807651434643994,False
685,Siddipet,941,Maize,1325.0,1444,1429,March,2016,384.0,40.807651434643994,False
686,Warangal,941,Maize,1325.0,1385,1325,March,2016,384.0,40.807651434643994,False
687,Gollapalli,941,Maize,1325.0,1410,1400,March,2016,384.0,40.807651434643994,False
688,Siddipet,941,Maize,1325.0,1447,1437,March,2016,384.0,40.807651434643994,False
689,Warangal,941,Maize,1325.0,1400,1350,March,2016,384.0,40.807651434643994,False
690,Gollapalli,941,Maize,1325.0,1420,1420,March,2016,384.0,40.807651434643994,False
691,W.P.Town,941,Maize,1325.0,1056,1056,March,2016,384.0,40.807651434643994,False
692,Warangal,941,Maize,1325.0,1400,1350,March,2016,384.0,40.807651434643994,False
693,Gollapalli,941,Maize,1325.0,1400,1400,March,2016,384.0,40.807651434643994,False
694,Jogipet,941,Maize,1325.0,1400,1400,April,2016,384.0,40.807651434643994,False
695,Warangal,941,Maize,1325.0,1412,1410,April,2016,384.0,40.807651434643994,False
696,Jammikunta,941,Maize,1325.0,1417,1415,April,2016,384.0,40.807651434643994,False
697,Gollapalli,941,Maize,1325.0,1350,1300,April,2016,384.0,40.807651434643994,False
698,Siddipet,941,Maize,1325.0,1375,1336,April,2016,384.0,40.807651434643994,False
699,Warangal,941,Maize,1325.0,1400,1380,April,2016,384.0,40.807651434643994,False
700,Gollapalli,941,Maize,1325.0,1400,1400,April,2016,384.0,40.807651434643994,False
701,Siddipet,941,Maize,1325.0,1422,1391,April,2016,384.0,40.807651434643994,False
702,Jogipet,941,Maize,1325.0,1370,1370,April,2016,384.0,40.807651434643994,False
703,Jogipet,941,Maize,1325.0,1395,1370,April,2016,384.0,40.807651434643994,False
704,Warangal,941,Maize,1325.0,1400,1385,April,2016,384.0,40.807651434643994,False
705,Jammikunta,941,Maize,1325.0,1417,1400,April,2016,384.0,40.807651434643994,False
706,Gollapalli,941,Maize,1325.0,1400,1400,April,2016,384.0,40.807651434643994,False
707,Siddipet,941,Maize,1325.0,1385,1360,April,2016,384.0,40.807651434643994,False
708,Warangal,941,Maize,1325.0,1400,1360,April,2016,384.0,40.807651434643994,False
709,Jammikunta,941,Maize,1325.0,1418,1398,April,2016,384.0,40.807651434643994,False
710,Siddipet,941,Maize,1325.0,1395,1372,April,2016,384.0,40.807651434643994,False
711,Jogipet,941,Maize,1325.0,1377,1325,April,2016,384.0,40.807651434643994,False
712,Warangal,941,Maize,1325.0,1380,1365,April,2016,384.0,40.807651434643994,False
713,Jammikunta,941,Maize,1325.0,1410,1444,April,2016,384.0,40.807651434643994,False
714,Siddipet,941,Maize,1325.0,1407,1385,April,2016,384.0,40.807651434643994,False
715,Warangal,941,Maize,1325.0,1400,1350,April,2016,384.0,40.807651434643994,False
716,Jammikunta,941,Maize,1325.0,1429,1406,April,2016,384.0,40.807651434643994,False
717,Gollapalli,941,Maize,1325.0,1400,1400,April,2016,384.0,40.807651434643994,False
718,Siddipet,941,Maize,1325.0,1417,1380,April,2016,384.0,40.807651434643994,False
719,Warangal,941,Maize,1325.0,1400,1390,April,2016,384.0,40.807651434643994,False
720,Jammikunta,941,Maize,1325.0,1430,1415,April,2016,384.0,40.807651434643994,False
721,Siddipet,941,Maize,1325.0,1385,1361,April,2016,384.0,40.807651434643994,False
722,Siddipet,941,Maize,1325.0,1403,1365,April,2016,384.0,40.807651434643994,False
723,Jogipet,941,Maize,1325.0,1425,1420,April,2016,384.0,40.807651434643994,False
724,Warangal,941,Maize,1325.0,1400,1390,April,2016,384.0,40.807651434643994,False
725,Jammikunta,941,Maize,1325.0,1430,1415,April,2016,384.0,40.807651434643994,False
726,Siddipet,941,Maize,1325.0,1406,1371,April,2016,384.0,40.807651434643994,False
727,Jogipet,941,Maize,1325.0,1450,1450,April,2016,384.0,40.807651434643994,False
728,Warangal,941,Maize,1325.0,1405,1370,April,2016,384.0,40.807651434643994,False
729,Jammikunta,941,Maize,1325.0,1437,1400,April,2016,384.0,40.807651434643994,False
730,Gollapalli,941,Maize,1325.0,1380,1360,April,2016,384.0,40.807651434643994,False
731,Siddipet,941,Maize,1325.0,1414,1379,April,2016,384.0,40.807651434643994,False
732,Jogipet,941,Maize,1325.0,1465,1450,April,2016,384.0,40.807651434643994,False
733,Warangal,941,Maize,1325.0,1410,1390,April,2016,384.0,40.807651434643994,False
734,Jammikunta,941,Maize,1325.0,1437,1410,April,2016,384.0,40.807651434643994,False
735,Gollapalli,941,Maize,1325.0,1390,1390,April,2016,384.0,40.807651434643994,False
736,Siddipet,941,Maize,1325.0,1428,1408,April,2016,384.0,40.807651434643994,False
737,Warangal,941,Maize,1325.0,1410,1360,April,2016,384.0,40.807651434643994,False
738,Jammikunta,941,Maize,1325.0,1449,1429,April,2016,384.0,40.807651434643994,False
739,Siddipet,941,Maize,1325.0,1440,1390,April,2016,384.0,40.807651434643994,False
740,Jammikunta,941,Maize,1325.0,1464,1438,April,2016,384.0,40.807651434643994,False
741,Gollapalli,941,Maize,1325.0,1390,1390,April,2016,384.0,40.807651434643994,False
742,Siddipet,941,Maize,1325.0,1435,1410,April,2016,384.0,40.807651434643994,False
743,Gollapalli,941,Maize,1325.0,1380,1380,April,2016,384.0,40.807651434643994,False
744,Siddipet,941,Maize,1325.0,1453,1441,April,2016,384.0,40.807651434643994,False
745,Warangal,941,Maize,1325.0,1420,1380,April,2016,384.0,40.807651434643994,False
746,Jammikunta,941,Maize,1325.0,1437,1400,April,2016,384.0,40.807651434643994,False
747,Gollapalli,941,Maize,1325.0,1400,1400,April,2016,384.0,40.807651434643994,False
748,Suryapet,941,Maize,1325.0,1261,1211,April,2016,384.0,40.807651434643994,False
749,Jogipet,941,Maize,1325.0,1470,1470,April,2016,384.0,40.807651434643994,False
750,Warangal,941,Maize,1325.0,1420,1400,April,2016,384.0,40.807651434643994,False
751,Jammikunta,941,Maize,1325.0,1429,1415,April,2016,384.0,40.807651434643994,False
752,Gollapalli,941,Maize,1325.0,1390,1390,April,2016,384.0,40.807651434643994,False
753,Warangal,941,Maize,1325.0,1430,1375,April,2016,384.0,40.807651434643994,False
754,Jammikunta,941,Maize,1325.0,1430,1420,April,2016,384.0,40.807651434643994,False
755,Gollapalli,941,Maize,1325.0,1400,1400,April,2016,384.0,40.807651434643994,False
756,Warangal,941,Maize,1325.0,1435,1420,April,2016,384.0,40.807651434643994,False
757,Jammikunta,941,Maize,1325.0,1447,1429,April,2016,384.0,40.807651434643994,False
758,Gollapalli,941,Maize,1325.0,1380,1370,April,2016,384.0,40.807651434643994,False
759,Suryapet,941,Maize,1325.0,1159,1159,April,2016,384.0,40.807651434643994,False
760,Warangal,941,Maize,1325.0,1440,1370,April,2016,384.0,40.807651434643994,False
761,Jammikunta,941,Maize,1325.0,1432,1430,April,2016,384.0,40.807651434643994,False
762,Gollapalli,941,Maize,1325.0,1400,1400,April,2016,384.0,40.807651434643994,False
763,Gollapalli,941,Maize,1325.0,1385,1385,April,2016,384.0,40.807651434643994,False
764,Jogipet,941,Maize,1325.0,1435,1400,May,2016,384.0,40.807651434643994,False
765,Jogipet,941,Maize,1325.0,1450,1450,May,2016,384.0,40.807651434643994,False
766,Warangal,941,Maize,1325.0,1400,1400,May,2016,384.0,40.807651434643994,False
767,Jammikunta,941,Maize,1325.0,1446,1420,May,2016,384.0,40.807651434643994,False
768,Gollapalli,941,Maize,1325.0,1400,1400,May,2016,384.0,40.807651434643994,False
769,Jammikunta,941,Maize,1325.0,1436,1415,May,2016,384.0,40.807651434643994,False
770,Suryapet,941,Maize,1325.0,1239,1239,May,2016,384.0,40.807651434643994,False
771,Jogipet,941,Maize,1325.0,1445,1400,May,2016,384.0,40.807651434643994,False
772,Warangal,941,Maize,1325.0,1400,1350,May,2016,384.0,40.807651434643994,False
773,Jammikunta,941,Maize,1325.0,1430,1425,May,2016,384.0,40.807651434643994,False
774,Suryapet,941,Maize,1325.0,1269,1269,May,2016,384.0,40.807651434643994,False
775,Warangal,941,Maize,1325.0,1450,1410,May,2016,384.0,40.807651434643994,False
776,Jammikunta,941,Maize,1325.0,1440,1425,May,2016,384.0,40.807651434643994,False
777,Suryapet,941,Maize,1325.0,1244,1244,May,2016,384.0,40.807651434643994,False
778,Jogipet,941,Maize,1325.0,1455,1420,May,2016,384.0,40.807651434643994,False
779,Warangal,941,Maize,1325.0,1460,1380,May,2016,384.0,40.807651434643994,False
780,Jammikunta,941,Maize,1325.0,1440,1420,May,2016,384.0,40.807651434643994,False
781,Jogipet,941,Maize,1325.0,1490,1490,May,2016,384.0,40.807651434643994,False
782,Warangal,941,Maize,1325.0,1460,1425,May,2016,384.0,40.807651434643994,False
783,Jammikunta,941,Maize,1325.0,1440,1400,May,2016,384.0,40.807651434643994,False
784,Warangal,941,Maize,1325.0,1465,1400,May,2016,384.0,40.807651434643994,False
785,Jammikunta,941,Maize,1325.0,1430,1429,May,2016,384.0,40.807651434643994,False
786,Warangal,941,Maize,1325.0,1450,1380,May,2016,384.0,40.807651434643994,False
787,Jammikunta,941,Maize,1325.0,1444,1430,May,2016,384.0,40.807651434643994,False
788,Warangal,941,Maize,1325.0,1460,1430,May,2016,384.0,40.807651434643994,False
789,Jammikunta,941,Maize,1325.0,1456,1445,May,2016,384.0,40.807651434643994,False
790,Suryapet,941,Maize,1325.0,1231,1231,May,2016,384.0,40.807651434643994,False
791,Jogipet,941,Maize,1325.0,1475,1450,May,2016,384.0,40.807651434643994,False
792,Warangal,941,Maize,1325.0,1470,1400,May,2016,384.0,40.807651434643994,False
793,Jammikunta,941,Maize,1325.0,1460,1460,May,2016,384.0,40.807651434643994,False
794,Warangal,941,Maize,1325.0,1478,1420,May,2016,384.0,40.807651434643994,False
795,Jammikunta,941,Maize,1325.0,1465,1430,May,2016,384.0,40.807651434643994,False
796,Jogipet,941,Maize,1325.0,1500,1500,May,2016,384.0,40.807651434643994,False
797,Warangal,941,Maize,1325.0,1480,1400,May,2016,384.0,40.807651434643994,False
798,Jammikunta,941,Maize,1325.0,1468,1429,May,2016,384.0,40.807651434643994,False
799,Suryapet,941,Maize,1325.0,1292,1292,May,2016,384.0,40.807651434643994,False
800,Warangal,941,Maize,1325.0,1490,1400,May,2016,384.0,40.807651434643994,False
801,Jammikunta,941,Maize,1325.0,1474,1374,May,2016,384.0,40.807651434643994,False
802,Jogipet,941,Maize,1325.0,1511,1500,May,2016,384.0,40.807651434643994,False
803,Warangal,941,Maize,1325.0,1510,1470,May,2016,384.0,40.807651434643994,False
804,Siddipet,941,Maize,1325.0,1190,1100,May,2016,384.0,40.807651434643994,False
805,Jammikunta,941,Maize,1325.0,1516,1507,May,2016,384.0,40.807651434643994,False
806,Suryapet,941,Maize,1325.0,1241,1241,May,2016,384.0,40.807651434643994,False
807,Warangal,941,Maize,1325.0,1520,1400,May,2016,384.0,40.807651434643994,False
808,Warangal,941,Maize,1325.0,1530,1500,May,2016,384.0,40.807651434643994,False
809,Siddipet,941,Maize,1325.0,1250,1220,May,2016,384.0,40.807651434643994,False
810,Jammikunta,941,Maize,1325.0,1519,1518,May,2016,384.0,40.807651434643994,False
811,Warangal,941,Maize,1325.0,1545,1500,May,2016,384.0,40.807651434643994,False
812,Siddipet,941,Maize,1325.0,1242,1204,May,2016,384.0,40.807651434643994,False
813,Jammikunta,941,Maize,1325.0,1520,1520,May,2016,384.0,40.807651434643994,False
814,Suryapet,941,Maize,1325.0,1329,1119,May,2016,384.0,40.807651434643994,False
815,Warangal,941,Maize,1325.0,1560,1500,May,2016,384.0,40.807651434643994,False
816,Siddipet,941,Maize,1325.0,1200,1100,May,2016,384.0,40.807651434643994,False
817,Jammikunta,941,Maize,1325.0,1561,1541,May,2016,384.0,40.807651434643994,False
818,Warangal,941,Maize,1325.0,1580,1540,May,2016,384.0,40.807651434643994,False
819,Jammikunta,941,Maize,1325.0,1586,1540,May,2016,384.0,40.807651434643994,False
820,Warangal,941,Maize,1325.0,1595,1525,May,2016,384.0,40.807651434643994,False
821,Jammikunta,941,Maize,1325.0,1590,1580,May,2016,384.0,40.807651434643994,False
822,Jammikunta,941,Maize,1325.0,1597,1590,June,2016,384.0,40.807651434643994,False
823,Warangal,941,Maize,1325.0,1575,1510,June,2016,384.0,40.807651434643994,False
824,Warangal,941,Maize,1325.0,1585,1565,June,2016,384.0,40.807651434643994,False
825,Jammikunta,941,Maize,1325.0,1580,1539,June,2016,384.0,40.807651434643994,False
826,Warangal,941,Maize,1325.0,1605,1550,June,2016,384.0,40.807651434643994,False
827,Jammikunta,941,Maize,1325.0,1600,1597,June,2016,384.0,40.807651434643994,False
828,Warangal,941,Maize,1325.0,1610,1581,June,2016,384.0,40.807651434643994,False
829,Warangal,941,Maize,1325.0,1606,1530,June,2016,384.0,40.807651434643994,False
830,Warangal,941,Maize,1325.0,1612,1549,June,2016,384.0,40.807651434643994,False
831,Jammikunta,941,Maize,1325.0,1604,1584,June,2016,384.0,40.807651434643994,False
832,Warangal,941,Maize,1325.0,1600,1550,June,2016,384.0,40.807651434643994,False
833,Jammikunta,941,Maize,1325.0,1600,1600,June,2016,384.0,40.807651434643994,False
834,Warangal,941,Maize,1325.0,1580,1540,June,2016,384.0,40.807651434643994,False
835,Jammikunta,941,Maize,1325.0,1604,1604,June,2016,384.0,40.807651434643994,False
836,Warangal,941,Maize,1325.0,1610,1542,June,2016,384.0,40.807651434643994,False
837,Jammikunta,941,Maize,1325.0,1615,1606,June,2016,384.0,40.807651434643994,False
838,Warangal,941,Maize,1325.0,1606,1484,June,2016,384.0,40.807651434643994,False
839,Siddipet,941,Maize,1325.0,1339,1320,June,2016,384.0,40.807651434643994,False
840,Jammikunta,941,Maize,1325.0,1620,1590,June,2016,384.0,40.807651434643994,False
841,Warangal,941,Maize,1325.0,1575,1520,June,2016,384.0,40.807651434643994,False
842,Jammikunta,941,Maize,1325.0,1630,1619,June,2016,384.0,40.807651434643994,False
843,Warangal,941,Maize,1325.0,1570,1400,June,2016,384.0,40.807651434643994,False
844,Jammikunta,941,Maize,1325.0,1629,1645,June,2016,384.0,40.807651434643994,False
845,Warangal,941,Maize,1325.0,1620,1567,June,2016,384.0,40.807651434643994,False
846,Warangal,941,Maize,1325.0,1604,1550,June,2016,384.0,40.807651434643994,False
847,Jammikunta,941,Maize,1325.0,1645,1625,June,2016,384.0,40.807651434643994,False
848,Warangal,941,Maize,1325.0,1600,1585,June,2016,384.0,40.807651434643994,False
849,Warangal,941,Maize,1325.0,1650,1500,June,2016,384.0,40.807651434643994,False
850,Jammikunta,941,Maize,1325.0,1694,1694,June,2016,384.0,40.807651434643994,False
851,Warangal,941,Maize,1325.0,1674,1620,June,2016,384.0,40.807651434643994,False
852,Warangal,941,Maize,1325.0,1659,1390,June,2016,384.0,40.807651434643994,False
853,Jammikunta,941,Maize,1325.0,1680,1680,June,2016,384.0,40.807651434643994,False
854,Warangal,941,Maize,1325.0,1695,1660,June,2016,384.0,40.807651434643994,False
855,Jammikunta,941,Maize,1325.0,1730,1730,June,2016,384.0,40.807651434643994,False
856,Warangal,941,Maize,1325.0,1705,1639,June,2016,384.0,40.807651434643994,False
857,Jammikunta,941,Maize,1325.0,1714,1670,June,2016,384.0,40.807651434643994,False
858,Warangal,941,Maize,1325.0,1722,1703,July,2016,384.0,40.807651434643994,False
859,Warangal,941,Maize,1325.0,1653,1611,July,2016,384.0,40.807651434643994,False
860,Jammikunta,941,Maize,1325.0,1659,1659,July,2016,384.0,40.807651434643994,False
861,Warangal,941,Maize,1325.0,1673,1400,July,2016,384.0,40.807651434643994,False
862,Warangal,941,Maize,1325.0,1674,1611,July,2016,384.0,40.807651434643994,False
863,Jammikunta,941,Maize,1325.0,1719,1639,July,2016,384.0,40.807651434643994,False
864,Warangal,941,Maize,1325.0,1703,1675,July,2016,384.0,40.807651434643994,False
865,Jammikunta,941,Maize,1325.0,1765,1750,July,2016,384.0,40.807651434643994,False
866,Warangal,941,Maize,1325.0,1701,1680,July,2016,384.0,40.807651434643994,False
867,Warangal,941,Maize,1325.0,1724,1653,July,2016,384.0,40.807651434643994,False
868,Warangal,941,Maize,1325.0,1740,1611,July,2016,384.0,40.807651434643994,False
869,Warangal,941,Maize,1325.0,1700,1700,July,2016,384.0,40.807651434643994,False
870,Jammikunta,941,Maize,1325.0,1745,1745,July,2016,384.0,40.807651434643994,False
871,Warangal,941,Maize,1325.0,1686,1401,July,2016,384.0,40.807651434643994,False
872,Warangal,941,Maize,1325.0,1701,1652,July,2016,384.0,40.807651434643994,False
873,Jammikunta,941,Maize,1325.0,1640,1600,July,2016,384.0,40.807651434643994,False
874,Warangal,941,Maize,1325.0,1665,1665,July,2016,384.0,40.807651434643994,False
875,Warangal,941,Maize,1325.0,1671,1651,July,2016,384.0,40.807651434643994,False
876,Warangal,941,Maize,1325.0,1511,1450,July,2016,384.0,40.807651434643994,False
877,Jammikunta,941,Maize,1325.0,1740,1670,July,2016,384.0,40.807651434643994,False
878,Warangal,941,Maize,1325.0,1678,1640,July,2016,384.0,40.807651434643994,False
879,Warangal,941,Maize,1325.0,1652,1630,July,2016,384.0,40.807651434643994,False
880,Warangal,941,Maize,1325.0,1685,1632,July,2016,384.0,40.807651434643994,False
881,Warangal,941,Maize,1325.0,1605,1605,August,2016,384.0,40.807651434643994,False
882,Warangal,941,Maize,1325.0,1681,1650,August,2016,384.0,40.807651434643994,False
883,Warangal,941,Maize,1325.0,1684,1671,August,2016,384.0,40.807651434643994,False
884,Warangal,941,Maize,1325.0,1602,1350,August,2016,384.0,40.807651434643994,False
885,Warangal,941,Maize,1325.0,1669,1605,August,2016,384.0,40.807651434643994,False
886,Warangal,941,Maize,1325.0,1674,1674,August,2016,384.0,40.807651434643994,False
887,Warangal,941,Maize,1325.0,1625,1621,August,2016,384.0,40.807651434643994,False
888,Warangal,941,Maize,1325.0,1613,1613,August,2016,384.0,40.807651434643994,False
889,Warangal,941,Maize,1325.0,1650,1650,August,2016,384.0,40.807651434643994,False
890,Warangal,941,Maize,1325.0,1625,1601,August,2016,384.0,40.807651434643994,False
891,Warangal,941,Maize,1325.0,1602,1452,August,2016,384.0,40.807651434643994,False
892,Warangal,941,Maize,1325.0,1602,1589,August,2016,384.0,40.807651434643994,False
893,Warangal,941,Maize,1325.0,1778,1670,August,2016,384.0,40.807651434643994,False
894,Warangal,941,Maize,1325.0,1701,1681,August,2016,384.0,40.807651434643994,False
895,Warangal,941,Maize,1325.0,1651,1603,September,2016,384.0,40.807651434643994,False
896,Warangal,941,Maize,1325.0,1703,1703,September,2016,384.0,40.807651434643994,False
897,Jammikunta,941,Maize,1325.0,1787,1787,September,2016,384.0,40.807651434643994,False
898,Warangal,941,Maize,1325.0,1753,1753,September,2016,384.0,40.807651434643994,False
899,Warangal,941,Maize,1325.0,1763,1763,September,2016,384.0,40.807651434643994,False
900,Warangal,941,Maize,1325.0,1785,1715,September,2016,384.0,40.807651434643994,False
901,Warangal,941,Maize,1325.0,1351,1351,September,2016,384.0,40.807651434643994,False
902,Warangal,941,Maize,1325.0,1666,1515,September,2016,384.0,40.807651434643994,False
903,Warangal,941,Maize,1325.0,1701,1453,September,2016,384.0,40.807651434643994,False
904,Warangal,941,Maize,1325.0,1799,1551,September,2016,384.0,40.807651434643994,False
905,Warangal,941,Maize,1325.0,1753,1503,September,2016,384.0,40.807651434643994,False
906,Warangal,941,Maize,1325.0,1721,1503,September,2016,384.0,40.807651434643994,False
907,Warangal,941,Maize,1325.0,1704,1211,September,2016,384.0,40.807651434643994,False
908,Jammikunta,941,Maize,1325.0,1712,1712,September,2016,384.0,40.807651434643994,False
909,Warangal,941,Maize,1325.0,1701,1607,September,2016,384.0,40.807651434643994,False
910,Warangal,941,Maize,1325.0,1704,1667,September,2016,384.0,40.807651434643994,False
911,Warangal,941,Maize,1325.0,1730,1500,September,2016,384.0,40.807651434643994,False
912,Jammikunta,941,Maize,1325.0,1769,1769,September,2016,384.0,40.807651434643994,False
913,Warangal,941,Maize,1325.0,1665,1500,September,2016,384.0,40.807651434643994,False
914,Warangal,941,Maize,1325.0,1620,1500,September,2016,384.0,40.807651434643994,False
915,Bhongir,941,Maize,1325.0,1400,1400,September,2016,384.0,40.807651434643994,False
916,Warangal,941,Maize,1325.0,1607,1350,September,2016,384.0,40.807651434643994,False
917,Bhongir,941,Maize,1325.0,1400,1400,October,2016,384.0,40.807651434643994,False
918,Badepally,941,Maize,1325.0,1301,1101,October,2016,384.0,40.807651434643994,False
919,W.P.Town,941,Maize,1325.0,1159,1020,October,2016,384.0,40.807651434643994,False
920,Choppadandi,941,Maize,1325.0,1821,1700,October,2016,384.0,40.807651434643994,False
921,Narsampet,941,Maize,1325.0,1710,1300,October,2016,384.0,40.807651434643994,False
922,Mahaboobnagar,941,Maize,1325.0,1152,1020,October,2016,384.0,40.807651434643994,False
923,Jangaon,941,Maize,1325.0,1300,1100,October,2016,384.0,40.807651434643994,False
924,Mahabubabad,941,Maize,1325.0,1800,1571,October,2016,384.0,40.807651434643994,False
925,Karimnagar,941,Maize,1325.0,1700,1407,October,2016,384.0,40.807651434643994,False
926,Gajwel,941,Maize,1325.0,1640,1500,October,2016,384.0,40.807651434643994,False
927,Warangal,941,Maize,1325.0,1596,1230,October,2016,384.0,40.807651434643994,False
928,Badepally,941,Maize,1325.0,1330,1102,October,2016,384.0,40.807651434643994,False
929,Choppadandi,941,Maize,1325.0,1750,1500,October,2016,384.0,40.807651434643994,False
930,Kollapur,941,Maize,1325.0,1245,1150,October,2016,384.0,40.807651434643994,False
931,W.P.Town,941,Maize,1325.0,1269,1189,October,2016,384.0,40.807651434643994,False
932,Nagarkurnool,941,Maize,1325.0,1229,1051,October,2016,384.0,40.807651434643994,False
933,Narsampet,941,Maize,1325.0,1690,1485,October,2016,384.0,40.807651434643994,False
934,Siddipet,941,Maize,1325.0,1630,1200,October,2016,384.0,40.807651434643994,False
935,Mahaboobnagar,941,Maize,1325.0,1251,1167,October,2016,384.0,40.807651434643994,False
936,Jammikunta,941,Maize,1325.0,1728,1635,October,2016,384.0,40.807651434643994,False
937,Jangaon,941,Maize,1325.0,1370,1250,October,2016,384.0,40.807651434643994,False
938,Mahabubabad,941,Maize,1325.0,1551,1350,October,2016,384.0,40.807651434643994,False
939,Kesamudram,941,Maize,1325.0,1785,1450,October,2016,384.0,40.807651434643994,False
940,Karimnagar,941,Maize,1325.0,1510,1400,October,2016,384.0,40.807651434643994,False
941,Tirmalagiri,941,Maize,1325.0,1256,1256,October,2016,384.0,40.807651434643994,False
942,Gajwel,941,Maize,1325.0,1550,1450,October,2016,384.0,40.807651434643994,False
943,Achampet,941,Maize,1325.0,1556,981,October,2016,384.0,40.807651434643994,False
